2,13,13,1.0107,0.026,99974,99994,1e+05,95133,96312,1e+05
2,13,14,1.1295,0.372,99628,99628,1e+05,15593,15593,1e+05
2,13,16,1.2257,4.964,95036,95036,1e+05,186,186,1e+05
2,13,17,1.3064,28.162,71838,71838,1e+05,8,8,1e+05
2,13,18,1.3449,50.053,49947,49947,1e+05,0,0,1e+05
4,13,13,1.0107,0.451,99549,99601,1e+05,93788,94735,1e+05
4,13,14,1.1295,84.024,15976,15976,1e+05,1441,1441,1e+05
4,13,16,1.2257,99.976,24,24,1e+05,1,1,1e+05
4,13,17,1.3064,100,0,0,1e+05,0,0,1e+05
4,13,18,1.3449,100,0,0,1e+05,0,0,1e+05
6,13,13,1.0107,2.247,97753,97897,1e+05,92571,93295,1e+05
6,13,14,1.1295,99.463,537,537,1e+05,106,106,1e+05
6,13,16,1.2257,100,0,0,1e+05,0,0,1e+05
6,13,17,1.3064,100,0,0,1e+05,0,0,1e+05
6,13,18,1.3449,100,0,0,1e+05,0,0,1e+05
8,13,13,1.0107,4.932,95068,95332,1e+05,91652,92198,1e+05
8,13,14,1.1295,99.989,11,11,1e+05,5,5,1e+05
8,13,16,1.2257,100,0,0,1e+05,0,0,1e+05
8,13,17,1.3064,100,0,0,1e+05,0,0,1e+05
8,13,18,1.3449,100,0,0,1e+05,0,0,1e+05
10,13,13,1.0107,8.358,91642,92020,1e+05,90874,91317,1e+05
10,13,14,1.1295,100,0,0,1e+05,0,0,1e+05
10,13,16,1.2257,100,0,0,1e+05,0,0,1e+05
10,13,17,1.3064,100,0,0,1e+05,0,0,1e+05
10,13,18,1.3449,100,0,0,1e+05,0,0,1e+05
12,13,13,1.0107,11.548,88452,88905,1e+05,89826,90209,1e+05
12,13,14,1.1295,100,0,0,1e+05,0,0,1e+05
12,13,16,1.2257,100,0,0,1e+05,0,0,1e+05
12,13,17,1.3064,100,0,0,1e+05,0,0,1e+05
12,13,18,1.3449,100,0,0,1e+05,0,0,1e+05
14,13,13,1.0107,15.276,84724,85249,1e+05,88704,89009,1e+05
14,13,14,1.1295,100,0,0,1e+05,0,0,1e+05
14,13,16,1.2257,100,0,0,1e+05,0,0,1e+05
14,13,17,1.3064,100,0,0,1e+05,0,0,1e+05
14,13,18,1.3449,100,0,0,1e+05,0,0,1e+05
