"orf_name","hours","es","p"
"BFC533",10,-0.3465815939436354,0.003289473684210526
"BFC984",11,-0.41882103794582004,0.003289473684210526
"BFC472",14,-0.11125271197836462,0.003289473684210526
"BFC217",10,-0.33129200236438994,0.003289473684210526
"BFC43",0,-0.911470739155763,0.003289473684210526
"BFC93",8,-0.6117098249929098,0.003289473684210526
"BFC306",13,-0.24068535602791263,0.003289473684210526
"BFC638",9,-0.5857972276729253,0.003289473684210526
"BFC785",0,-0.9397955347644714,0.003289473684210526
"BFC213",14,-0.0936056002770147,0.003289473684210526
"BFC304",9,-0.5733057029485331,0.003289473684210526
"BFC720",11,-0.33752627033817595,0.003289473684210526
"BFC484",8,-0.546682230193697,0.003289473684210526
"BFC165",0,-0.8318167454632174,0.003289473684210526
"BFC288",11,-0.4262335996030713,0.003289473684210526
"BFC802",13,-0.241610531593909,0.003289473684210526
"BFC67",8,-0.6293082150142432,0.003289473684210526
"BFC1082",13,-0.21734334572173197,0.003289473684210526
"BFC520",0,-0.8479368303435451,0.003289473684210526
"BFC99",13,-0.2566605190247696,0.003289473684210526
"BFC1080",9,-0.5534262102997456,0.003289473684210526
"BFC488",11,-0.34334022749187465,0.003289473684210526
"BFC83",10,-0.477072944407786,0.003289473684210526
"BFC220",8,-0.5419853732990456,0.003289473684210526
"BFC739",14,-0.12910687770204143,0.003289473684210526
"BFC1064",11,-0.37592259063662403,0.003289473684210526
"BFC539",13,-0.22157479317877826,0.003289473684210526
"BFC931",9,-0.43403539775788724,0.003289473684210526
"BFC566",10,-0.3163346951524,0.003289473684210526
"BFC506",14,-0.141969785840506,0.003289473684210526
"BFC25",10,-0.49265526149517214,0.003289473684210526
"BFC468",0,-0.9065585873462806,0.003289473684210526
"BFC964",8,-0.5667442885579648,0.003289473684210526
"BFC340",13,-0.21053566342804209,0.003289473684210526
"BFC671",9,-0.5536471024028978,0.003289473684210526
"BFC821",0,-0.9110094826180573,0.003289473684210526
"BFC246",14,-0.10240701357088067,0.003289473684210526
"BFC339",9,-0.4964381657428051,0.003289473684210526
"BFC782",11,-0.41451008325856076,0.003289473684210526
"BFC1026",10,-0.407718380682757,0.003289473684210526
"BFC199",0,-0.8144504252889277,0.003289473684210526
"BFC321",11,-0.41382776001103405,0.003289473684210526
"BFC835",13,-0.2240004042322944,0.003289473684210526
"BFC702",8,-0.6400135252890242,0.003289473684210526
"BFC1116",13,-0.17620128461897433,0.003289473684210526
"BFC553",0,-0.8125302303840343,0.003289473684210526
"BFC1022",14,-0.09266304040121909,0.003289473684210526
"BFC1114",9,-0.5201156607137646,0.003289473684210526
"BFC520",11,-0.30381038130500826,0.003289473684210526
"BFC862",10,-0.4619937119908739,0.003289473684210526
"BFC253",8,-0.5916439673655554,0.003289473684210526
"BFC802",14,-0.1498079816118013,0.003289473684210526
"BFC1097",11,-0.4415492971622652,0.003289473684210526
"BFC571",13,-0.21426411673237267,0.003289473684210526
"BFC968",9,-0.5664180059860326,0.003289473684210526
"BFC599",10,-0.3237851174346982,0.003289473684210526
"BFC103",8,-0.5424529078307387,0.003289473684210526
"BFC539",14,-0.1140209182391283,0.003289473684210526
"BFC282",10,-0.43259458675696305,0.003289473684210526
"BFC997",8,-0.5556716196887785,0.003289473684210526
"BFC402",13,-0.28737217794939973,0.003289473684210526
"BFC704",9,-0.5069314067571539,0.003289473684210526
"BFC855",0,-0.8564647655782794,0.003289473684210526
"BFC279",14,-0.12200525820542107,0.003289473684210526
"BFC400",9,-0.6296809482523187,0.003289473684210526
"BFC817",11,-0.3896685626724369,0.003289473684210526
"BFC1059",10,-0.4605021169289636,0.003289473684210526
"BFC232",0,-0.8280623047550104,0.003289473684210526
"BFC355",11,-0.3505626520686522,0.003289473684210526
"BFC868",13,-0.2068517437907551,0.003289473684210526
"BFC735",8,-0.6345717629222833,0.003289473684210526
"BFC137",13,-0.1546556206249542,0.003289473684210526
"BFC586",0,-0.821715794738722,0.003289473684210526
"BFC135",9,-0.3989126401918085,0.003289473684210526
"BFC553",11,-0.30115798240457703,0.003289473684210526
"BFC895",10,-0.39261147084170966,0.003289473684210526
"BFC288",8,-0.6257124955567024,0.003289473684210526
"BFC1006",0,-0.8360553803746247,0.003289473684210526
"BFC835",14,-0.13676433697672297,0.003289473684210526
"BFC117",11,-0.30804295480606403,0.003289473684210526
"BFC606",13,-0.26851436416882124,0.003289473684210526
"BFC502",8,-0.5477042692693657,0.003289473684210526
"BFC632",10,-0.4181969463863825,0.003289473684210526
"BFC1064",8,-0.6374912666667023,0.003289473684210526
"BFC571",14,-0.1196128919201569,0.003289473684210526
"BFC315",10,-0.4788706781252807,0.003289473684210526
"BFC435",13,-0.26533261623133186,0.003289473684210526
"BFC737",9,-0.5086744011784573,0.003289473684210526
"BFC888",0,-0.8257659875646275,0.003289473684210526
"BFC311",14,-0.11371976948152007,0.003289473684210526
"BFC433",9,-0.5797941087302144,0.003289473684210526
"BFC85",11,-0.36087356361825196,0.003289473684210526
"BFC1091",10,-0.44244281231351157,0.003289473684210526
"BFC265",0,-0.8414935786047947,0.003289473684210526
"BFC417",11,-0.4135790963080711,0.003289473684210526
"BFC900",13,-0.20342901553044568,0.003289473684210526
"BFC798",8,-0.6301202596253226,0.003289473684210526
"BFC173",13,-0.2026543444611536,0.003289473684210526
"BFC504",9,-0.504801833821545,0.003289473684210526
"BFC619",0,-0.8113330709327458,0.003289473684210526
"BFC1088",14,-0.09446943622664339,0.003289473684210526
"BFC171",9,-0.4536233020014019,0.003289473684210526
"BFC586",11,-0.32449154936028746,0.003289473684210526
"BFC928",10,-0.34131897020603885,0.003289473684210526
"BFC321",8,-0.6345020077917227,0.003289473684210526
"BFC1039",0,-0.8557521957163677,0.003289473684210526
"BFC868",14,-0.12671019672247696,0.003289473684210526
"BFC153",11,-0.3052595848839459,0.003289473684210526
"BFC640",13,-0.21224620349025125,0.003289473684210526
"BFC535",8,-0.5184598539100452,0.003289473684210526
"BFC666",10,-0.5008768322743761,0.003289473684210526
"BFC1097",8,-0.6629495178418996,0.003289473684210526
"BFC606",14,-0.18884859507379592,0.003289473684210526
"BFC35",10,-0.5168612706407563,0.003289473684210526
"BFC468",13,-0.2074683543782183,0.003289473684210526
"BFC800",9,-0.5360201137998107,0.003289473684210526
"BFC922",0,-0.9301743923303601,0.003289473684210526
"BFC346",14,-0.11596469848123969,0.003289473684210526
"BFC466",9,-0.5398609084749373,0.003289473684210526
"BFC882",11,-0.297562190336116,0.003289473684210526
"BFC113",10,-0.5278758287783722,0.003289473684210526
"BFC298",0,-0.8716564184799569,0.003289473684210526
"BFC45",11,-0.40520605078135663,0.003289473684210526
"BFC933",13,-0.20547045463548053,0.003289473684210526
"BFC831",8,-0.6114835759298514,0.003289473684210526
"BFC206",13,-0.21018223891732168,0.003289473684210526
"BFC537",9,-0.4607862783738951,0.003289473684210526
"BFC655",0,-0.9429310120611872,0.003289473684210526
"BFC1122",14,-0.10435045140319155,0.003289473684210526
"BFC204",9,-0.44643402959547596,0.003289473684210526
"BFC619",11,-0.33962169948123166,0.003289473684210526
"BFC962",10,-0.34643370399819184,0.003289473684210526
"BFC355",8,-0.6037332847222525,0.003289473684210526
"BFC1071",0,-0.8931615699356945,0.003289473684210526
"BFC900",14,-0.13518003188500527,0.003289473684210526
"BFC188",11,-0.30429050719424056,0.003289473684210526
"BFC673",13,-0.2191870518185579,0.003289473684210526
"BFC568",8,-0.522115754606804,0.003289473684210526
"BFC70",10,-0.4828273694804618,0.003289473684210526
"BFC117",8,-0.527703656874225,0.003289473684210526
"BFC640",14,-0.13649989991961087,0.003289473684210526
"BFC411",10,-0.5294634810712819,0.003289473684210526
"BFC833",9,-0.4853274093633806,0.003289473684210526
"BFC956",0,-0.8485396114893625,0.003289473684210526
"BFC408",14,-0.17427578649545983,0.003289473684210526
"BFC915",11,-0.2853755810915295,0.003289473684210526
"BFC149",10,-0.3589385854945806,0.003289473684210526
"BFC333",0,-0.8475511482482689,0.003289473684210526
"BFC97",13,-0.2897857416254658,0.003289473684210526
"BFC888",16,-0.10201813085118838,0.003289473684210526
"BFC864",8,-0.5646840427229733,0.003289473684210526
"BFC240",13,-0.2868025875675171,0.003289473684210526
"BFC57",9,-0.5278313602219358,0.003289473684210526
"BFC689",0,-0.9145376290736452,0.003289473684210526
"BFC145",14,-0.14983513375805835,0.003289473684210526
"BFC237",9,-0.49184523426256144,0.003289473684210526
"BFC655",11,-0.40434132153064584,0.003289473684210526
"BFC417",8,-0.6866924267531658,0.003289473684210526
"BFC1106",0,-0.8954883849867494,0.003289473684210526
"BFC933",14,-0.11501449202162284,0.003289473684210526
"BFC220",11,-0.32938015530029363,0.003289473684210526
"BFC706",13,-0.21173092767261403,0.003289473684210526
"BFC600",8,-0.5106364780702219,0.003289473684210526
"BFC1017",13,-0.23882182473915448,0.003289473684210526
"BFC1013",9,-0.4818994575403073,0.003289473684210526
"BFC733",10,-0.5245231544609358,0.003289473684210526
"BFC153",8,-0.523727588597813,0.003289473684210526
"BFC673",14,-0.12638266776305818,0.003289473684210526
"BFC997",10,-0.434052352474541,0.003289473684210526
"BFC444",10,-0.5207091226360308,0.003289473684210526
"BFC866",9,-0.4665865221948733,0.003289473684210526
"BFC99",0,-0.9324343554733729,0.003289473684210526
"BFC440",14,-0.1676357156972489,0.003289473684210526
"BFC500",10,-0.3701692640070169,0.003289473684210526
"BFC948",11,-0.3093559380821441,0.003289473684210526
"BFC184",10,-0.3030366099466718,0.003289473684210526
"BFC38",0,-0.9391856357916764,0.003289473684210526
"BFC897",8,-0.4880928117964427,0.003289473684210526
"BFC273",13,-0.2545834375665701,0.003289473684210526
"BFC602",9,-0.4644600371341435,0.003289473684210526
"BFC722",0,-0.918093334019791,0.003289473684210526
"BFC452",14,-0.14153353631831678,0.003289473684210526
"BFC512",10,-0.4564840869379553,0.003289473684210526
"BFC961",11,-0.2754082551807695,0.003289473684210526
"BFC196",10,-0.3980036156036192,0.003289473684210526
"BFC409",0,-0.9152782257881351,0.003289473684210526
"BFC909",8,-0.5471129485403823,0.003289473684210526
"BFC283",13,-0.1914923516841236,0.003289473684210526
"BFC614",9,-0.4108445306895767,0.003289473684210526
"BFC735",0,-0.9283020870393602,0.003289473684210526
"BFC190",14,-0.11744237147247005,0.003289473684210526
"BFC281",9,-0.4760517538076715,0.003289473684210526
"BFC698",11,-0.38767171762668373,0.003289473684210526
"BFC46",8,-0.6572839667349184,0.003289473684210526
"BFC140",0,-0.8519786710000016,0.003289473684210526
"BFC265",11,-0.28170056917919595,0.003289473684210526
"BFC77",13,-0.26648473490756763,0.003289473684210526
"BFC647",8,-0.532337490659162,0.003289473684210526
"BFC106",13,-0.18626490349412428,0.003289473684210526
"BFC1058",9,-0.48837432101309897,0.003289473684210526
"BFC807",10,-0.523613176649699,0.003289473684210526
"BFC20",8,-0.6851518497412081,0.003289473684210526
"BFC718",14,-0.15311712185188586,0.003289473684210526
"BFC1041",11,-0.3063458350171653,0.003289473684210526
"BFC518",13,-0.12614963711994498,0.003289473684210526
"BFC910",9,-0.4298930691955446,0.003289473684210526
"BFC545",10,-0.38581806429865484,0.003289473684210526
"BFC485",14,-0.12163146687083348,0.003289473684210526
"BFC229",10,-0.3389316208171812,0.003289473684210526
"BFC441",0,-0.9284177819355675,0.003289473684210526
"BFC941",8,-0.4958956298486732,0.003289473684210526
"BFC316",13,-0.21267679228091962,0.003289473684210526
"BFC649",9,-0.4866115544222932,0.003289473684210526
"BFC798",0,-0.9502462813634858,0.003289473684210526
"BFC225",14,-0.15589916884585286,0.003289473684210526
"BFC314",9,-0.5115969230709819,0.003289473684210526
"BFC730",11,-0.3882150787784835,0.003289473684210526
"BFC496",8,-0.5959714470456121,0.003289473684210526
"BFC1005",10,-0.3714356201592587,0.003289473684210526
"BFC178",0,-0.893737023296448,0.003289473684210526
"BFC298",11,-0.3353672220694963,0.003289473684210526
"BFC814",13,-0.23847848423317797,0.003289473684210526
"BFC68",8,-0.6232174985688662,0.003289473684210526
"BFC1092",13,-0.22403628227057448,0.003289473684210526
"BFC532",0,-0.8488012063940331,0.003289473684210526
"BFC1001",14,-0.16728196530644956,0.003289473684210526
"BFC1090",9,-0.4956818520753977,0.003289473684210526
"BFC50",11,-0.4289816845338533,0.003289473684210526
"BFC84",10,-0.4909763602596955,0.003289473684210526
"BFC232",8,-0.4670401374838319,0.003289473684210526
"BFC77",14,-0.18058347246263284,0.003289473684210526
"BFC1074",11,-0.325969991832327,0.003289473684210526
"BFC550",13,-0.12120486967541177,0.003289473684210526
"BFC943",9,-0.36842966594896265,0.003289473684210526
"BFC578",10,-0.376977806580693,0.003289473684210526
"BFC1009",8,-0.5147049672041373,0.003289473684210526
"BFC261",10,-0.36220626520419374,0.003289473684210526
"BFC481",0,-0.9184857247483853,0.003289473684210526
"BFC976",8,-0.45240078140057594,0.003289473684210526
"BFC352",13,-0.28082678996187815,0.003289473684210526
"BFC681",9,-0.5188104045645195,0.003289473684210526
"BFC833",0,-0.912756020950945,0.003289473684210526
"BFC258",14,-0.12867000750397606,0.003289473684210526
"BFC349",9,-0.528500013458715,0.003289473684210526
"BFC795",11,-0.4274678450046444,0.003289473684210526
"BFC1038",10,-0.38477463586025196,0.003289473684210526
"BFC211",0,-0.8772505682890517,0.003289473684210526
"BFC332",11,-0.35705750448812346,0.003289473684210526
"BFC847",13,-0.2173245459721702,0.003289473684210526
"BFC712",8,-0.609714174624568,0.003289473684210526
"BFC114",13,-0.2507407699873674,0.003289473684210526
"BFC565",0,-0.8172286610855211,0.003289473684210526
"BFC1034",14,-0.13999802335600064,0.003289473684210526
"BFC1125",9,-0.5977313422662652,0.003289473684210526
"BFC532",11,-0.27812753234229237,0.003289473684210526
"BFC872",10,-0.4887012225732196,0.003289473684210526
"BFC265",8,-0.4993999649298009,0.003289473684210526
"BFC814",14,-0.14104126532778571,0.003289473684210526
"BFC1107",11,-0.3458538551855572,0.003289473684210526
"BFC583",13,-0.15717186103304082,0.003289473684210526
"BFC978",9,-0.41401366414984386,0.003289473684210526
"BFC610",10,-0.3639883429390054,0.003289473684210526
"BFC1041",8,-0.535610963260718,0.003289473684210526
"BFC294",10,-0.3680999370897985,0.003289473684210526
"BFC412",13,-0.29306569058025855,0.003289473684210526
"BFC714",9,-0.5112206230606766,0.003289473684210526
"BFC867",0,-0.890751331199565,0.003289473684210526
"BFC290",14,-0.14708439549121144,0.003289473684210526
"BFC410",9,-0.5593902303475424,0.003289473684210526
"BFC829",11,-0.42000249666585776,0.003289473684210526
"BFC1070",10,-0.38676405626101895,0.003289473684210526
"BFC244",0,-0.8520917946976596,0.003289473684210526
"BFC365",11,-0.4400614232226815,0.003289473684210526
"BFC88",13,-0.18808735170597457,0.003289473684210526
"BFC745",8,-0.6332804991163663,0.003289473684210526
"BFC150",13,-0.17857947820424058,0.003289473684210526
"BFC598",0,-0.8155761277601866,0.003289473684210526
"BFC1067",14,-0.1478366687228303,0.003289473684210526
"BFC148",9,-0.436605507270186,0.003289473684210526
"BFC565",11,-0.21601166647520686,0.003289473684210526
"BFC907",10,-0.50618140638639,0.003289473684210526
"BFC298",8,-0.5802802560469018,0.003289473684210526
"BFC1018",0,-0.9060921404664782,0.003289473684210526
"BFC847",14,-0.14162206569147773,0.003289473684210526
"BFC130",11,-0.39139847672966477,0.003289473684210526
"BFC616",13,-0.18239638631475807,0.003289473684210526
"BFC514",8,-0.5285175063574741,0.003289473684210526
"BFC645",10,-0.35287585885915085,0.003289473684210526
"BFC1074",8,-0.5658860941497533,0.003289473684210526
"BFC583",14,-0.10584711439195105,0.003289473684210526
"BFC328",10,-0.42032746264096876,0.003289473684210526
"BFC445",13,-0.30686686459842694,0.003289473684210526
"BFC75",9,-0.5432752133201393,0.003289473684210526
"BFC90",0,-0.8890799854317835,0.003289473684210526
"BFC324",14,-0.14936336261271033,0.003289473684210526
"BFC443",9,-0.5543240436718031,0.003289473684210526
"BFC861",11,-0.3979886525677292,0.003289473684210526
"BFC1103",10,-0.39226935403602003,0.003289473684210526
"BFC277",0,-0.8551571549932577,0.003289473684210526
