2,13,13,1.0059,0.035,99965,99992,1e+05,98444,98968,1e+05
2,13,14,1.1245,0.441,99559,99559,1e+05,39336,39336,1e+05
2,13,16,1.2204,8.72,91280,91280,1e+05,1361,1361,1e+05
2,13,17,1.3008,45.679,54321,54321,1e+05,39,39,1e+05
2,13,18,1.3391,66.681,33319,33319,1e+05,6,6,1e+05
4,13,13,1.0059,0.728,99272,99401,1e+05,98042,98423,1e+05
4,13,14,1.1245,85.861,14139,14139,1e+05,6375,6375,1e+05
4,13,16,1.2204,99.965,35,35,1e+05,8,8,1e+05
4,13,17,1.3008,100,0,0,1e+05,0,0,1e+05
4,13,18,1.3391,100,0,0,1e+05,0,0,1e+05
6,13,13,1.0059,2.537,97463,97890,1e+05,98009,98321,1e+05
6,13,14,1.1245,99.39,610,610,1e+05,768,768,1e+05
6,13,16,1.2204,100,0,0,1e+05,0,0,1e+05
6,13,17,1.3008,100,0,0,1e+05,0,0,1e+05
6,13,18,1.3391,100,0,0,1e+05,0,0,1e+05
8,13,13,1.0059,4.943,95057,95760,1e+05,98022,98226,1e+05
8,13,14,1.1245,99.978,22,22,1e+05,66,66,1e+05
8,13,16,1.2204,100,0,0,1e+05,0,0,1e+05
8,13,17,1.3008,100,0,0,1e+05,0,0,1e+05
8,13,18,1.3391,100,0,0,1e+05,0,0,1e+05
10,13,13,1.0059,7.897,92103,93127,1e+05,97909,98071,1e+05
10,13,14,1.1245,100,0,0,1e+05,8,8,1e+05
10,13,16,1.2204,100,0,0,1e+05,0,0,1e+05
10,13,17,1.3008,100,0,0,1e+05,0,0,1e+05
10,13,18,1.3391,100,0,0,1e+05,0,0,1e+05
12,13,13,1.0059,11.171,88829,90140,1e+05,97678,97829,1e+05
12,13,14,1.1245,100,0,0,1e+05,0,0,1e+05
12,13,16,1.2204,100,0,0,1e+05,0,0,1e+05
12,13,17,1.3008,100,0,0,1e+05,0,0,1e+05
12,13,18,1.3391,100,0,0,1e+05,0,0,1e+05
14,13,13,1.0059,14.145,85855,87488,1e+05,97554,97696,1e+05
14,13,14,1.1245,100,0,0,1e+05,0,0,1e+05
14,13,16,1.2204,100,0,0,1e+05,0,0,1e+05
14,13,17,1.3008,100,0,0,1e+05,0,0,1e+05
14,13,18,1.3391,100,0,0,1e+05,0,0,1e+05
16,13,13,1.0059,16.796,83204,85048,1e+05,97496,97614,1e+05
16,13,14,1.1245,100,0,0,1e+05,0,0,1e+05
16,13,16,1.2204,100,0,0,1e+05,0,0,1e+05
16,13,17,1.3008,100,0,0,1e+05,0,0,1e+05
16,13,18,1.3391,100,0,0,1e+05,0,0,1e+05
18,13,13,1.0059,19.638,80362,82375,1e+05,97303,97414,1e+05
18,13,14,1.1245,100,0,0,1e+05,0,0,1e+05
18,13,16,1.2204,100,0,0,1e+05,0,0,1e+05
18,13,17,1.3008,100,0,0,1e+05,0,0,1e+05
18,13,18,1.3391,100,0,0,1e+05,0,0,1e+05
20,13,13,1.0059,22.516,77484,79650,1e+05,97078,97170,1e+05
20,13,14,1.1245,100,0,0,1e+05,0,0,1e+05
20,13,16,1.2204,100,0,0,1e+05,0,0,1e+05
20,13,17,1.3008,100,0,0,1e+05,0,0,1e+05
20,13,18,1.3391,100,0,0,1e+05,0,0,1e+05
2,14,13,0.90039,7.524,92476,1e+05,1e+05,42680,99980,1e+05
2,14,14,1.0054,0.022,99978,99983,1e+05,97948,98459,1e+05
2,14,16,1.0908,0.168,99832,99832,1e+05,55873,55876,1e+05
2,14,17,1.1625,4.158,95842,95842,1e+05,5252,5252,1e+05
2,14,18,1.1966,8.923,91077,91077,1e+05,864,864,1e+05
4,14,13,0.90039,73.992,26008,1e+05,1e+05,12532,99999,1e+05
4,14,14,1.0054,0.779,99221,99326,1e+05,97722,98160,1e+05
4,14,16,1.0908,62.146,37854,37854,1e+05,20303,20303,1e+05
4,14,17,1.1625,99.357,643,643,1e+05,151,151,1e+05
4,14,18,1.1966,99.971,29,29,1e+05,7,7,1e+05
6,14,13,0.90039,97.815,2185,1e+05,1e+05,2424,1e+05,1e+05
6,14,14,1.0054,2.599,97401,97868,1e+05,97650,98066,1e+05
6,14,16,1.0908,94.898,5102,5102,1e+05,5598,5598,1e+05
6,14,17,1.1625,99.998,2,2,1e+05,2,2,1e+05
6,14,18,1.1966,100,0,0,1e+05,0,0,1e+05
8,14,13,0.90039,99.852,148,1e+05,1e+05,368,1e+05,1e+05
8,14,14,1.0054,5.018,94982,95957,1e+05,97707,98083,1e+05
8,14,16,1.0908,99.395,605,605,1e+05,1377,1377,1e+05
8,14,17,1.1625,100,0,0,1e+05,1,1,1e+05
8,14,18,1.1966,100,0,0,1e+05,0,0,1e+05
10,14,13,0.90039,99.986,14,1e+05,1e+05,75,1e+05,1e+05
10,14,14,1.0054,7.919,92081,93626,1e+05,97585,97930,1e+05
10,14,16,1.0908,99.946,54,54,1e+05,322,322,1e+05
10,14,17,1.1625,100,0,0,1e+05,0,0,1e+05
10,14,18,1.1966,100,0,0,1e+05,0,0,1e+05
12,14,13,0.90039,100,0,1e+05,1e+05,9,1e+05,1e+05
12,14,14,1.0054,10.768,89232,91148,1e+05,97587,97857,1e+05
12,14,16,1.0908,99.993,7,7,1e+05,57,57,1e+05
12,14,17,1.1625,100,0,0,1e+05,0,0,1e+05
