1,13,13,1.0136,0,1e+05,1e+05,1e+05,94669,96148,1e+05
1,13,14,1.1328,0,1e+05,1e+05,1e+05,38740,38773,1e+05
1,13,16,1.2292,0,1e+05,1e+05,1e+05,4102,4117,1e+05
1,13,17,1.31,0,1e+05,1e+05,1e+05,373,373,1e+05
1,13,18,1.3485,0,1e+05,1e+05,1e+05,69,69,1e+05
2,13,13,1.0136,0.03,99970,99970,1e+05,93963,95052,1e+05
2,13,14,1.1328,2.228,97772,97772,1e+05,11125,11126,1e+05
2,13,16,1.2292,21.418,78582,78582,1e+05,110,110,1e+05
2,13,17,1.31,71.935,28065,28065,1e+05,3,3,1e+05
2,13,18,1.3485,89.403,10597,10597,1e+05,0,0,1e+05
3,13,13,1.0136,0.055,99945,99948,1e+05,92541,93773,1e+05
3,13,14,1.1328,13.681,86319,86319,1e+05,4643,4644,1e+05
3,13,16,1.2292,85.611,14389,14389,1e+05,15,15,1e+05
3,13,17,1.31,99.376,624,624,1e+05,0,0,1e+05
3,13,18,1.3485,99.977,23,23,1e+05,0,0,1e+05
4,13,13,1.0136,0.441,99559,99594,1e+05,91698,92577,1e+05
4,13,14,1.1328,84.133,15867,15867,1e+05,788,788,1e+05
4,13,16,1.2292,99.962,38,38,1e+05,1,1,1e+05
4,13,17,1.31,99.999,1,1,1e+05,0,0,1e+05
4,13,18,1.3485,100,0,0,1e+05,0,0,1e+05
5,13,13,1.0136,1.058,98942,99016,1e+05,90846,91654,1e+05
5,13,14,1.1328,96.144,3856,3856,1e+05,237,237,1e+05
5,13,16,1.2292,99.997,3,3,1e+05,0,0,1e+05
5,13,17,1.31,100,0,0,1e+05,0,0,1e+05
5,13,18,1.3485,100,0,0,1e+05,0,0,1e+05
6,13,13,1.0136,1.784,98216,98291,1e+05,89785,90395,1e+05
6,13,14,1.1328,99.452,548,548,1e+05,39,39,1e+05
6,13,16,1.2292,100,0,0,1e+05,0,0,1e+05
6,13,17,1.31,100,0,0,1e+05,0,0,1e+05
6,13,18,1.3485,100,0,0,1e+05,0,0,1e+05
7,13,13,1.0136,3.119,96881,96999,1e+05,89558,90130,1e+05
7,13,14,1.1328,99.924,76,76,1e+05,12,12,1e+05
7,13,16,1.2292,100,0,0,1e+05,0,0,1e+05
7,13,17,1.31,100,0,0,1e+05,0,0,1e+05
7,13,18,1.3485,100,0,0,1e+05,0,0,1e+05
8,13,13,1.0136,4.859,95141,95246,1e+05,88015,88484,1e+05
8,13,14,1.1328,99.989,11,11,1e+05,1,1,1e+05
8,13,16,1.2292,100,0,0,1e+05,0,0,1e+05
8,13,17,1.31,100,0,0,1e+05,0,0,1e+05
8,13,18,1.3485,100,0,0,1e+05,0,0,1e+05
9,13,13,1.0136,6.241,93759,93903,1e+05,87165,87624,1e+05
9,13,14,1.1328,99.997,3,3,1e+05,1,1,1e+05
9,13,16,1.2292,100,0,0,1e+05,0,0,1e+05
9,13,17,1.31,100,0,0,1e+05,0,0,1e+05
9,13,18,1.3485,100,0,0,1e+05,0,0,1e+05
10,13,13,1.0136,9.153,90847,91019,1e+05,85573,85951,1e+05
10,13,14,1.1328,99.999,1,1,1e+05,1,1,1e+05
10,13,16,1.2292,100,0,0,1e+05,0,0,1e+05
10,13,17,1.31,100,0,0,1e+05,0,0,1e+05
10,13,18,1.3485,100,0,0,1e+05,0,0,1e+05
11,13,13,1.0136,9.935,90065,90261,1e+05,85326,85696,1e+05
11,13,14,1.1328,100,0,0,1e+05,0,0,1e+05
11,13,16,1.2292,100,0,0,1e+05,0,0,1e+05
11,13,17,1.31,100,0,0,1e+05,0,0,1e+05
11,13,18,1.3485,100,0,0,1e+05,0,0,1e+05
12,13,13,1.0136,12.613,87387,87574,1e+05,83846,84139,1e+05
12,13,14,1.1328,100,0,0,1e+05,0,0,1e+05
12,13,16,1.2292,100,0,0,1e+05,0,0,1e+05
12,13,17,1.31,100,0,0,1e+05,0,0,1e+05
12,13,18,1.3485,100,0,0,1e+05,0,0,1e+05
13,13,13,1.0136,14.663,85337,85567,1e+05,82841,83145,1e+05
