orf_name,hours,N,cs_mean,cs_median,cs_std,p
"BFC1000",0,2,0.051966950424534,0.051966950424534,0.00129527731574857,0.0043859649122807
"BFC1001",0,8,0.085210955417761,0.0808774392235143,0.0177222819878011,0.0043859649122807
"BFC1002",0,7,0.118233826783642,0.115555555555556,0.00926440794933232,0.0043859649122807
"BFC1003",0,8,0.154268098896459,0.152855917869465,0.0271850000352155,0.0043859649122807
"BFC1004",0,7,0.165629667114056,0.170493771574366,0.0149710735275599,0.0043859649122807
"BFC1005",0,8,0.169078365526295,0.170069101067081,0.0125632802363081,0.0043859649122807
"BFC1006",0,8,0.174987162240329,0.172602338590787,0.0164312488518563,0.0043859649122807
"BFC1007",0,6,0.167856644708787,0.169675191392707,0.00394989062511286,0.0043859649122807
"BFC1008",0,8,0.185220389645592,0.178094404077221,0.0195609473880714,0.0043859649122807
"BFC1009",0,8,0.176075749803138,0.172855712586938,0.0245116172269286,0.0043859649122807
"BFC101",0,8,0.115826639026416,0.112775470145629,0.0142968792075884,0.0043859649122807
"BFC1010",0,8,0.167865050022868,0.170133591720612,0.0238640325491584,0.0043859649122807
"BFC1011",0,8,0.174012888830416,0.175570689081022,0.0134054118971467,0.0043859649122807
"BFC1012",0,8,0.185108456230518,0.190519981067009,0.012381548792519,0.0043859649122807
"BFC1013",0,8,0.214522692669252,0.210801464725556,0.0237924514842036,0.0043859649122807
"BFC1016",0,5,0.0551211927042282,0.0542986425339367,0.00555590297694932,0.0043859649122807
"BFC1017",0,6,0.0725509732026339,0.0734472504921054,0.0238248694801564,0.0043859649122807
"BFC1018",0,8,0.100773468943656,0.107024197264366,0.0195565863263692,0.0043859649122807
"BFC1019",0,6,0.138631744359895,0.136946057442412,0.00609465891279932,0.0043859649122807
"BFC102",0,8,0.109406847715533,0.112482586041231,0.0137101517463743,0.0043859649122807
"BFC1020",0,8,0.153363479286678,0.155579508108638,0.0179618478851894,0.0043859649122807
"BFC1021",0,7,0.170178781446157,0.169712793733681,0.00830074720650945,0.0043859649122807
"BFC1022",0,8,0.165756571854765,0.169553007843389,0.0208367743215252,0.0043859649122807
"BFC1023",0,8,0.160745240525929,0.164799033875547,0.0128558948295224,0.0043859649122807
"BFC1024",0,7,0.169948014153316,0.17138830162086,0.0100537273518629,0.0043859649122807
"BFC1025",0,8,0.170736463028063,0.167998006490107,0.013753119315499,0.0043859649122807
"BFC1026",0,8,0.154187218446199,0.155086647247607,0.0153453640494636,0.0043859649122807
"BFC1027",0,6,0.150585152482777,0.15147135989259,0.00666735881421951,0.0043859649122807
"BFC1028",0,8,0.170257213438694,0.166574073008232,0.0138222886714966,0.0043859649122807
"BFC1029",0,8,0.198861849098166,0.188988778406509,0.0334246940108263,0.0043859649122807
"BFC103",0,8,0.116169837640561,0.116875786512695,0.0102007341305262,0.0043859649122807
"BFC1032",0,2,0.0483750695603784,0.0483750695603784,0.00241604654228459,0.0043859649122807
"BFC1033",0,5,0.0635812801552615,0.0581039755351682,0.0311401199018543,0.0043859649122807
"BFC1034",0,7,0.105746263498166,0.106666666666667,0.0132977382675658,0.0043859649122807
"BFC1035",0,8,0.117988806845516,0.114561096679612,0.028553495717932,0.0043859649122807
"BFC1036",0,7,0.145480599340885,0.150445397558562,0.0151833027207944,0.0043859649122807
"BFC1037",0,8,0.146054158827295,0.154228871511838,0.0294194202473633,0.0043859649122807
"BFC1038",0,8,0.148317513516493,0.152512573689177,0.021487804803709,0.0043859649122807
"BFC1039",0,8,0.155129701714189,0.15870765832106,0.0153940657815889,0.0043859649122807
"BFC104",0,8,0.116662325124767,0.120007169469198,0.0105871198988591,0.0043859649122807
"BFC1040",0,8,0.153851310956639,0.153953900180062,0.016162028780288,0.0043859649122807
"BFC1041",0,8,0.155048225148472,0.157061093667825,0.0129426931767035,0.0043859649122807
"BFC1042",0,8,0.151821171598246,0.151465991462854,0.033451116409371,0.0043859649122807
"BFC1043",0,8,0.1492170052054,0.152969294605809,0.0259746436785088,0.0043859649122807
"BFC1044",0,8,0.163356877319312,0.165258944109205,0.0207052155779839,0.0043859649122807
"BFC1045",0,8,0.191890664380226,0.186418396149619,0.0335834683715521,0.0043859649122807
"BFC1048",0,2,0.0676059098587869,0.0676059098587869,0.0219042532574051,0.0043859649122807
"BFC1049",0,4,0.0552669101034789,0.0468101519709944,0.0214989255732831,0.0043859649122807
"BFC105",0,8,0.119585225018146,0.120612330733572,0.0155246771734252,0.0043859649122807
"BFC1050",0,7,0.0661666105939778,0.0624787775891341,0.0177179297380244,0.0043859649122807
"BFC1051",0,8,0.097234753902553,0.0881637557220358,0.0278570258687135,0.0043859649122807
"BFC1052",0,7,0.123025607735584,0.115492957746479,0.0206357737506608,0.0043859649122807
"BFC1053",0,7,0.13510281200469,0.134122287968442,0.0249585243530741,0.0043859649122807
"BFC1054",0,8,0.131640630258911,0.131862365348186,0.0180641284438551,0.0043859649122807
"BFC1055",0,7,0.15340054477113,0.15220700152207,0.0134551044248278,0.0043859649122807
"BFC1056",0,8,0.149130757432589,0.150758427923782,0.0195791046322428,0.0043859649122807
"BFC1057",0,7,0.13724645738302,0.136958710976838,0.0103911424003902,0.0043859649122807
"BFC1058",0,8,0.125762404671731,0.121870466721852,0.0170021959536331,0.0043859649122807
"BFC1059",0,8,0.149364678193694,0.149489855473085,0.0185804306717062,0.0043859649122807
"BFC106",0,8,0.127665970196895,0.123807744406558,0.0353216914290482,0.0043859649122807
"BFC1060",0,7,0.156560791483938,0.164251207729469,0.018969259954106,0.0043859649122807
"BFC1061",0,8,0.171034136945797,0.179082045550888,0.0190832506901151,0.0043859649122807
"BFC1064",0,1,0.0420168067226891,0.0420168067226891,0,0.0043859649122807
"BFC1065",0,3,0.0543731043910655,0.0516129032258065,0.00987096770787465,0.0043859649122807
"BFC1066",0,5,0.0597355802359616,0.0638888888888889,0.0167319820107426,0.0043859649122807
"BFC1067",0,5,0.0873530449864977,0.0975249353527891,0.0256909931805474,0.0043859649122807
"BFC1068",0,8,0.1042674532783,0.107071255219403,0.0278283307306134,0.0043859649122807
"BFC1069",0,8,0.0966724974796263,0.0913560681798546,0.0220844971382721,0.0043859649122807
"BFC107",0,8,0.124282484497517,0.136221657182367,0.0293090181802126,0.0043859649122807
"BFC1070",0,8,0.110608458639127,0.109060696607056,0.0200663341249052,0.0043859649122807
"BFC1071",0,8,0.114727521965458,0.113715614103061,0.0188252914858855,0.0043859649122807
"BFC1072",0,8,0.114552610240904,0.116154538514999,0.0194376776204335,0.0043859649122807
"BFC1073",0,8,0.111821299296488,0.114246202437834,0.017553275532827,0.0043859649122807
"BFC1074",0,8,0.124343092656297,0.121763902237201,0.0224320000883195,0.0043859649122807
"BFC1075",0,8,0.125087940186509,0.124141208038684,0.0338283022455532,0.0043859649122807
"BFC1076",0,8,0.167509123043677,0.176664355062413,0.0260184435633076,0.0043859649122807
"BFC1077",0,7,0.170275379363865,0.180124223602484,0.0277489185233817,0.0043859649122807
"BFC108",0,8,0.14873999900193,0.154284990954205,0.0289600658880273,0.0043859649122807
"BFC1080",0,1,0.0413589364844904,0.0413589364844904,0,0.0043859649122807
"BFC1082",0,4,0.0607041504424239,0.0606403907297646,0.0297319247501425,0.0043859649122807
"BFC1083",0,4,0.0841262167893912,0.0859431342476874,0.0267745004462081,0.0043859649122807
"BFC1084",0,7,0.0808341824700739,0.0875912408759124,0.031701697828799,0.0043859649122807
"BFC1085",0,8,0.0831985994231229,0.0743467329251339,0.0364927057338374,0.0043859649122807
"BFC1086",0,7,0.0993944778095657,0.0824468085106383,0.0346924764131612,0.0043859649122807
"BFC1087",0,8,0.0849246753912885,0.0842202948210015,0.0267435661453225,0.0043859649122807
"BFC1088",0,6,0.104439812085657,0.109778022007842,0.0182169099546259,0.0043859649122807
"BFC1089",0,8,0.108736854963214,0.112201193569302,0.019574555847747,0.0043859649122807
"BFC109",0,8,0.164366037508623,0.15519295474371,0.0295421366092467,0.0043859649122807
"BFC1090",0,8,0.111432344854659,0.107002124782693,0.0234743161949842,0.0043859649122807
"BFC1091",0,7,0.135972658146494,0.131448223156286,0.0174760656934601,0.0043859649122807
"BFC1092",0,7,0.147594732283916,0.148148148148148,0.0102447489770216,0.0043859649122807
"BFC1093",0,8,0.162593421372229,0.167577658197863,0.0461466649549683,0.0043859649122807
"BFC1097",0,2,0.0390002154708037,0.0390002154708037,0.00822748678820805,0.0043859649122807
"BFC1098",0,2,0.067989672109928,0.067989672109928,0.0127174879405703,0.0043859649122807
"BFC1099",0,2,0.0947307872062507,0.0947307872062507,0.0140833279846135,0.0043859649122807
"BFC110",0,8,0.188172542777868,0.194199085903604,0.0335267675626864,0.0043859649122807
"BFC1100",0,4,0.0967851467324301,0.0911971815967824,0.037856679195967,0.0043859649122807
"BFC1101",0,5,0.100682591248354,0.109358569926393,0.0348951060299229,0.0043859649122807
"BFC1102",0,5,0.0731785774594768,0.07202216066482,0.0375611497490587,0.0043859649122807
"BFC1103",0,7,0.0827578909634096,0.0789214074317659,0.0371768611979966,0.0043859649122807
"BFC1104",0,7,0.0910360883815671,0.0776179324188692,0.0409140779924004,0.0043859649122807
"BFC1105",0,8,0.103725223444721,0.0971851340703092,0.0349900605062023,0.0043859649122807
"BFC1106",0,8,0.112157666764518,0.107237755976206,0.0280890047626297,0.0043859649122807
"BFC1107",0,8,0.111146822601145,0.111794112903991,0.0350213175916748,0.0043859649122807
"BFC1108",0,8,0.126113482664097,0.131392310563643,0.0372085016476689,0.0043859649122807
"BFC1109",0,8,0.159385154059683,0.149521164006381,0.0496807538093349,0.0043859649122807
"BFC1112",0,1,0.053205246628487,0.053205246628487,0,0.0043859649122807
"BFC1113",0,1,0.0718428437792329,0.0718428437792329,0,0.0043859649122807
"BFC1114",0,2,0.0788963224821635,0.0788963224821635,0.00253896613199038,0.0043859649122807
"BFC1115",0,4,0.0633098886241109,0.0606694448152228,0.0299512084025658,0.0043859649122807
"BFC1116",0,4,0.0839167482704532,0.0838798129818189,0.0356526953765601,0.0043859649122807
"BFC1117",0,5,0.0791862908107796,0.076346284935242,0.0376334304833571,0.0043859649122807
"BFC1118",0,7,0.070580945894692,0.0603877165894665,0.0346758981681389,0.0043859649122807
"BFC1119",0,6,0.0722560014113947,0.074368332896713,0.0379700698939409,0.0043859649122807
"BFC1120",0,7,0.0803247017955431,0.0821716801173881,0.033822103762364,0.0043859649122807
"BFC1121",0,8,0.0839037112092165,0.0852575596045745,0.0289579695292711,0.0043859649122807
"BFC1122",0,7,0.0958570581657613,0.099290780141844,0.0340218054984386,0.0043859649122807
"BFC1123",0,7,0.0937261128459602,0.0912435614422369,0.0278025716668886,0.0043859649122807
"BFC1124",0,6,0.137230964870442,0.141656102591012,0.0160004592248782,0.0043859649122807
"BFC1125",0,7,0.135835801335514,0.127562642369021,0.0368895920974965,0.0043859649122807
"BFC113",0,3,0.0634629689617497,0.0547424444022049,0.0262405647289192,0.0043859649122807
"BFC114",0,4,0.0935659217727307,0.0955111633372503,0.0219482604339355,0.0043859649122807
"BFC115",0,7,0.0888002877967866,0.102639296187683,0.0370673910321332,0.0043859649122807
"BFC116",0,7,0.129285472338293,0.134384641755228,0.0243988358992574,0.0043859649122807
"BFC117",0,8,0.138577103364009,0.13854771521474,0.0190420793017442,0.0043859649122807
"BFC118",0,6,0.149532961411168,0.148170727868099,0.00525875815617042,0.0043859649122807
"BFC119",0,6,0.138373024271041,0.141500081340265,0.00574753095368755,0.0043859649122807
"BFC120",0,5,0.131883403249433,0.130884808013356,0.00288664324773441,0.0043859649122807
"BFC121",0,8,0.139463594528104,0.141538152036381,0.0168643819793512,0.0043859649122807
"BFC122",0,8,0.14681814856213,0.14098044690855,0.037677164539974,0.0043859649122807
"BFC123",0,8,0.128826651058638,0.130842159076199,0.0226476743659326,0.0043859649122807
"BFC124",0,8,0.145552103937242,0.138269311314827,0.0307713608358241,0.0043859649122807
"BFC125",0,8,0.164437674118738,0.166045167348948,0.0188764264635061,0.0043859649122807
