hours,pos,x6144plate_1,x6144col_1,x6144row_1,orf_name,bg,average,fitness
0,111153,1,1,1,"BF_control",57,NaN,NaN
0,130385,1,1,2,"BFC383",245.5,NaN,NaN
0,110385,1,1,3,"BFC383",81,NaN,NaN
0,131153,1,1,4,"BF_control",210,NaN,NaN
0,111154,1,1,5,"BF_control",105,NaN,NaN
0,130386,1,1,6,"BFC384",174.5,NaN,NaN
0,110386,1,1,7,"BFC384",129,NaN,NaN
0,131154,1,1,8,"BF_control",139,NaN,NaN
0,111155,1,1,9,"BF_control",153,NaN,NaN
0,130387,1,1,10,"BFC385",103.5,NaN,NaN
0,110387,1,1,11,"BFC385",132,NaN,NaN
0,131155,1,1,12,"BF_control",68,NaN,NaN
0,111156,1,1,13,"BF_control",111,NaN,NaN
0,130388,1,1,14,"BFC386",94.5,NaN,NaN
0,110388,1,1,15,"BFC386",106.5,NaN,NaN
0,131156,1,1,16,"BF_control",121,NaN,NaN
0,111157,1,1,17,"BF_control",102,NaN,NaN
0,130389,1,1,18,"BFC387",114,NaN,NaN
0,110389,1,1,19,"BFC387",109.5,NaN,NaN
0,131157,1,1,20,"BF_control",107,NaN,NaN
0,111158,1,1,21,"BF_control",117,NaN,NaN
0,130390,1,1,22,"BFC388",89.5,NaN,NaN
0,110390,1,1,23,"BFC388",115.5,NaN,NaN
0,131158,1,1,24,"BF_control",72,NaN,NaN
0,111159,1,1,25,"BF_control",114,NaN,NaN
0,130391,1,1,26,"BFC389",72,NaN,NaN
0,110391,1,1,27,"BFC389",101,NaN,NaN
0,131159,1,1,28,"BF_control",72,NaN,NaN
0,111160,1,1,29,"BF_control",88,NaN,NaN
0,130392,1,1,30,"BFC390",71,NaN,NaN
0,110392,1,1,31,"BFC390",86,NaN,NaN
0,131160,1,1,32,"BF_control",70,NaN,NaN
0,111161,1,1,33,"BF_control",84,NaN,NaN
0,130393,1,1,34,"BFC391",77.5,NaN,NaN
0,110393,1,1,35,"BFC391",94.5,NaN,NaN
0,131161,1,1,36,"BF_control",85,NaN,NaN
0,111162,1,1,37,"BF_control",105,NaN,NaN
0,130394,1,1,38,"BFC392",76.5,NaN,NaN
0,110394,1,1,39,"BFC392",93,NaN,NaN
0,131162,1,1,40,"BF_control",68,NaN,NaN
0,111163,1,1,41,"BF_control",81,NaN,NaN
0,130395,1,1,42,"BFC393",78.5,NaN,NaN
0,110395,1,1,43,"BFC393",97,NaN,NaN
0,131163,1,1,44,"BF_control",89,NaN,NaN
0,111164,1,1,45,"BF_control",113,NaN,NaN
0,130396,1,1,46,"BFC394",86.5,NaN,NaN
0,110396,1,1,47,"BFC394",126,NaN,NaN
0,131164,1,1,48,"BF_control",84,NaN,NaN
0,111165,1,1,49,"BF_control",139,NaN,NaN
0,130397,1,1,50,"BFC395",77.5,NaN,NaN
0,110397,1,1,51,"BFC395",129.625,NaN,NaN
0,131165,1,1,52,"BF_control",71,NaN,NaN
0,111166,1,1,53,"BF_control",120.25,NaN,NaN
0,130398,1,1,54,"BFC396",79.625,NaN,NaN
0,110398,1,1,55,"BFC396",128.125,NaN,NaN
0,131166,1,1,56,"BF_control",88.25,NaN,NaN
0,111167,1,1,57,"BF_control",136,NaN,NaN
0,130399,1,1,58,"BFC397",89.125,NaN,NaN
0,110399,1,1,59,"BFC397",143.875,NaN,NaN
0,131167,1,1,60,"BF_control",90,NaN,NaN
0,111168,1,1,61,"BF_control",151.75,NaN,NaN
0,130400,1,1,62,"BFC398",90.875,NaN,NaN
0,110400,1,1,63,"BFC398",159.625,NaN,NaN
0,131168,1,1,64,"BF_control",91.75,NaN,NaN
0,120769,1,2,1,"BFC764",73.5,NaN,NaN
0,140001,1,2,2,"BFC1",131,NaN,NaN
0,120001,1,2,3,"BFC1",57,NaN,NaN
0,140769,1,2,4,"BFC764",121,NaN,NaN
0,120770,1,2,5,"BFC765",40.5,NaN,NaN
0,140002,1,2,6,"BFC2",111,NaN,NaN
0,120002,1,2,7,"BFC2",24,NaN,NaN
0,140770,1,2,8,"BFC765",101,NaN,NaN
0,120771,1,2,9,"BFC766",7.5,NaN,NaN
0,140003,1,2,10,"BFC3",91,NaN,NaN
0,120003,1,2,11,"BFC3",65,NaN,NaN
0,140771,1,2,12,"BFC766",81,NaN,NaN
0,120772,1,2,13,"BFC767",122.5,NaN,NaN
0,140004,1,2,14,"BFC4",64.25,NaN,NaN
0,120004,1,2,15,"BFC4",124.5,NaN,NaN
0,140772,1,2,16,"BFC767",47.5,NaN,NaN
0,120773,1,2,17,"BFC768",126.5,NaN,NaN
0,140005,1,2,18,"BFC5",70.5,NaN,NaN
0,120005,1,2,19,"BFC5",126.25,NaN,NaN
0,140773,1,2,20,"BFC768",93.5,NaN,NaN
0,120774,1,2,21,"BFC769",126,NaN,NaN
0,140006,1,2,22,"BFC6",81.75,NaN,NaN
0,120006,1,2,23,"BFC6",136.75,NaN,NaN
0,140774,1,2,24,"BFC769",70,NaN,NaN
0,120775,1,2,25,"BFC770",147.5,NaN,NaN
0,140007,1,2,26,"BFC7",107.25,NaN,NaN
0,120007,1,2,27,"BFC7",133.25,NaN,NaN
0,140775,1,2,28,"BFC770",144.5,NaN,NaN
0,120776,1,2,29,"BFC771",119,NaN,NaN
0,140008,1,2,30,"BFC8",110.25,NaN,NaN
0,120008,1,2,31,"BFC8",125,NaN,NaN
0,140776,1,2,32,"BFC771",76,NaN,NaN
0,120777,1,2,33,"BFC772",131,NaN,NaN
0,140009,1,2,34,"BFC9",74.25,NaN,NaN
0,120009,1,2,35,"BFC9",143.75,NaN,NaN
0,140777,1,2,36,"BFC772",72.5,NaN,NaN
0,120778,1,2,37,"BFC773",156.5,NaN,NaN
